economy,Country_name,Year,Population_of_compulsory_school_age_both_sexes_number,Repeaters_in_Grade_5_of_lower_secondary_general_education_female_number,Repeaters_in_grade_unknown_of_lower_secondary_general_education_both_sexes_numbe,School_age_population_last_grade_of_primary_education_female_number,School_age_population_lower_secondary_education_both_sexes_number,School_age_population_primary_education_both_sexes_number,School_age_population_secondary_education_female_number,School_age_population_tertiary_education_male_number,School_age_population_upper_secondary_education_both_sexes_number,School_life_expectancy_primary_female_years
OMN,Oman,1985,,,,,,,,58751.0,,
OMN,Oman,1986,,,,,,,,65814.0,,
OMN,Oman,1987,,,,,,,,72703.0,,
OMN,Oman,1988,,,,,,,,79400.0,,
OMN,Oman,1989,,,,,,,,85901.0,,
OMN,Oman,1990,,,,,,,,92172.0,,
OMN,Oman,1991,,,,,,,,98178.0,,
OMN,Oman,1992,,,,,,,,103820.0,,
OMN,Oman,1993,,,,,,,,108546.0,,
OMN,Oman,1994,,,,,,,,112025.0,,
OMN,Oman,1995,,,,,,,,114236.0,,
OMN,Oman,1996,,,,,,,,117164.0,,
OMN,Oman,1997,,,,,,,,120911.0,,
OMN,Oman,1998,,,,,,,,126271.0,,
OMN,Oman,1999,,,,,,,,131488.0,,
OMN,Oman,2000,,,,,,,,131764.0,,
OMN,Oman,2001,,,,,,,,136187.0,,
OMN,Oman,2002,,,,,,,,137842.0,,
OMN,Oman,2003,,,,,,,,131486.0,,
OMN,Oman,2004,,,,,,,,140430.0,,
OMN,Oman,2005,,,,,,,,147601.0,,
OMN,Oman,2006,,,,,,,,151754.0,,
OMN,Oman,2007,,,,,,,,158437.0,,
OMN,Oman,2008,,,,,,,,161818.0,,
OMN,Oman,2009,,,,,,,,198857.0,,
OMN,Oman,2010,,,,,,,,152248.0,,
OMN,Oman,2011,,,,,,,,153815.0,,
OMN,Oman,2012,,,,,,,,161636.0,,
OMN,Oman,2013,,,,,,,,163264.0,,
OMN,Oman,2014,,,,,,,,155551.0,,
OMN,Oman,2015,,,,,,,,153166.0,,
OMN,Oman,2016,,,,,,,,156999.0,,
OMN,Oman,2017,,,,,,,,155016.0,,
OMN,Oman,2018,,,,,,,,144730.0,,
OMN,Oman,2019,,,,,,,,142726.0,,
OMN,Oman,2020,,,,,,,,131329.0,,
OMN,Oman,2021,,,,,,,,138397.0,,
OMN,Oman,2022,,,,,,,,168954.0,,
OMN,Oman,2023,,,,,,,,135679.0,,
PRT,Portugal,1970,,,,,471713.0,,,,,
PRT,Portugal,1971,,,,,480135.0,,,,,
PRT,Portugal,1972,,,,,481886.0,,,,,
PRT,Portugal,1973,,,,,494125.0,,,,,
PRT,Portugal,1974,,,,,495279.0,,,,,
PRT,Portugal,1975,,,,,507418.0,,,,,
PRT,Portugal,1976,,,,,508007.0,,,,,
PRT,Portugal,1977,,,,,515139.0,,,,,
PRT,Portugal,1978,,,,,518485.0,,,,,
PRT,Portugal,1979,,,,,520868.0,,,,,
PRT,Portugal,1980,,,,,516514.0,,,,,
PRT,Portugal,1981,,,,,512770.0,,,,,
PRT,Portugal,1982,,,,,506399.0,,,,,
PRT,Portugal,1983,,,,,504479.0,,,,,
PRT,Portugal,1984,,,,,504111.0,,,,,
PRT,Portugal,1985,,,,,507401.0,,,,,
PRT,Portugal,1986,,,,,507749.0,,,,,
PRT,Portugal,1987,,,,,510581.0,,,,,
PRT,Portugal,1988,,,,,514213.0,,,,,
PRT,Portugal,1989,,,,,517436.0,,,,,
PRT,Portugal,1990,,,,,509106.0,,,,,
PRT,Portugal,1991,,,,,487670.0,,,,,
PRT,Portugal,1992,,,,,466289.0,,,,,
PRT,Portugal,1993,,,,,448055.0,,,,,
PRT,Portugal,1994,,,,,435468.0,,,,,
PRT,Portugal,1995,,,,,425025.0,,,,,
PRT,Portugal,1996,,,,,411143.0,,,,,
PRT,Portugal,1997,,,,,400367.0,,,,,
PRT,Portugal,1998,,,,,384724.0,,,,,
PRT,Portugal,1999,,,,,370682.0,,,,,
PRT,Portugal,2000,,,,,356654.0,,,,,
PRT,Portugal,2001,,,,,351932.0,,,,,
PRT,Portugal,2002,,,,,345579.0,,,,,
PRT,Portugal,2003,,,,,344634.0,,,,,
PRT,Portugal,2004,,,,,345035.0,,,,,
PRT,Portugal,2005,,,,,346034.0,,,,,
PRT,Portugal,2006,,,,,344690.0,,,,,
PRT,Portugal,2007,,,,,337639.0,,,,,
PRT,Portugal,2008,,,,,332259.0,,,,,
PRT,Portugal,2009,,,,,328527.0,,,,,
PRT,Portugal,2010,,,,,330418.0,,,,,
PRT,Portugal,2011,,,,,332548.0,,,,,
PRT,Portugal,2012,,,,,335977.0,,,,,
PRT,Portugal,2013,,,,,341195.0,,,,,
PRT,Portugal,2014,,,,,337383.0,,,,,
PRT,Portugal,2015,,,,,330817.0,,,,,
PRT,Portugal,2016,,,,,321081.0,,,,,
PRT,Portugal,2017,,,,,317992.0,,,,,
PRT,Portugal,2018,,,,,316063.0,,,,,
PRT,Portugal,2019,,,,,311107.0,,,,,
PRT,Portugal,2020,,,,,307032.0,,,,,
PRT,Portugal,2021,,,,,303430.0,,,,,
PRT,Portugal,2022,,,,,295318.0,,,,,
PRT,Portugal,2023,,,,,300429.0,,,,,
SOM,Somalia,1970,,,,46111.0,,,,,,
SOM,Somalia,1971,,,,47188.0,,,,,,
SOM,Somalia,1972,,,,48273.0,,,,,,
SOM,Somalia,1973,,,,49405.0,,,,,,
SOM,Somalia,1974,,,,50632.0,,,,,,
SOM,Somalia,1975,,,,51814.0,,,,,,
SOM,Somalia,1976,,,,53034.0,,,,,,
SOM,Somalia,1977,,,,54303.0,,,,,,
SOM,Somalia,1978,,,,55698.0,,,,,,
SOM,Somalia,1979,,,,62080.0,,,,,,
SOM,Somalia,1980,,,,70865.0,,,,,,
SOM,Somalia,1981,,,,73534.0,,,,,,
SOM,Somalia,1982,,,,71419.0,,,,,,
SOM,Somalia,1983,,,,73446.0,,,,,,
SOM,Somalia,1984,,,,75413.0,,,,,,
SOM,Somalia,1985,,,,77920.0,,,,,,
SOM,Somalia,1986,,,,80619.0,,,,,,
SOM,Somalia,1987,,,,84463.0,,,,,,
SOM,Somalia,1988,,,,87740.0,,,,,,
SOM,Somalia,1989,,,,86292.0,,,,,,
SOM,Somalia,1990,,,,87414.0,,,,,,
SOM,Somalia,1991,,,,87809.0,,,,,,
SOM,Somalia,1992,,,,83156.0,,,,,,
SOM,Somalia,1993,,,,83514.0,,,,,,
SOM,Somalia,1994,,,,89950.0,,,,,,
SOM,Somalia,1995,,,,92548.0,,,,,,
SOM,Somalia,1996,,,,96604.0,,,,,,
SOM,Somalia,1997,,,,99319.0,,,,,,
SOM,Somalia,1998,,,,102870.0,,,,,,
SOM,Somalia,1999,,,,106338.0,,,,,,
SOM,Somalia,2000,,,,108541.0,,,,,,
SOM,Somalia,2001,,,,108063.0,,,,,,
SOM,Somalia,2002,,,,103841.0,,,,,,
SOM,Somalia,2003,,,,104356.0,,,,,,
SOM,Somalia,2004,,,,120329.0,,,,,,
SOM,Somalia,2005,,,,136555.0,,,,,,
SOM,Somalia,2006,,,,141584.0,,,,,,
SOM,Somalia,2007,,,,145235.0,,,,,,
SOM,Somalia,2008,,,,150069.0,,,,,,
SOM,Somalia,2009,,,,154971.0,,,,,,
SOM,Somalia,2010,,,,158766.0,,,,,,
SOM,Somalia,2011,,,,162765.0,,,,,,
SOM,Somalia,2012,,,,163627.0,,,,,,
SOM,Somalia,2013,,,,168169.0,,,,,,
SOM,Somalia,2014,,,,174392.0,,,,,,
SOM,Somalia,2015,,,,179865.0,,,,,,
SOM,Somalia,2016,,,,185398.0,,,,,,
SOM,Somalia,2017,,,,192849.0,,,,,,
SOM,Somalia,2018,,,,199660.0,,,,,,
SOM,Somalia,2019,,,,206804.0,,,,,,
SOM,Somalia,2020,,,,214373.0,,,,,,
SOM,Somalia,2021,,,,220517.0,,,,,,
SOM,Somalia,2022,,,,228019.0,,,,,,
SOM,Somalia,2023,,,,255667.0,,,,,,
WSM,Samoa,1970,,0.0,,,,,,,,
WSM,Samoa,1971,,0.0,,,,,,,,
WSM,Samoa,1972,,0.0,,,,,,,,
WSM,Samoa,1973,,0.0,,,,,,,,
WSM,Samoa,1974,,0.0,,,,,,,,
WSM,Samoa,1975,,0.0,,,,,,,,
WSM,Samoa,1976,,0.0,,,,,,,,
WSM,Samoa,1977,,0.0,,,,,,,,
WSM,Samoa,1978,,0.0,,,,,,,,
WSM,Samoa,1979,,0.0,,,,,,,,
WSM,Samoa,1980,,0.0,,,,,,,,
WSM,Samoa,1981,,0.0,,,,,,,,
WSM,Samoa,1982,,0.0,,,,,,,,
WSM,Samoa,1983,,0.0,,,,,,,,
WSM,Samoa,1984,,0.0,,,,,,,,
WSM,Samoa,1985,,0.0,,,,,,,,
WSM,Samoa,1986,,0.0,,,,,,,,
WSM,Samoa,1987,,0.0,,,,,,,,
WSM,Samoa,1988,,0.0,,,,,,,,
WSM,Samoa,1989,,0.0,,,,,,,,
WSM,Samoa,1990,,0.0,,,,,,,,
WSM,Samoa,1991,,0.0,,,,,,,,
WSM,Samoa,1992,,0.0,,,,,,,,
WSM,Samoa,1993,,0.0,,,,,,,,
WSM,Samoa,1994,,0.0,,,,,,,,
WSM,Samoa,1995,,0.0,,,,,,,,
WSM,Samoa,1996,,0.0,,,,,,,,
WSM,Samoa,1997,,0.0,,,,,,,,
WSM,Samoa,1998,,0.0,,,,,,,,
WSM,Samoa,1999,,0.0,,,,,,,,
WSM,Samoa,2000,,0.0,,,,,,,,
WSM,Samoa,2001,,0.0,,,,,,,,
WSM,Samoa,2002,,0.0,,,,,,,,
WSM,Samoa,2003,,0.0,,,,,,,,
WSM,Samoa,2004,,0.0,,,,,,,,
WSM,Samoa,2005,,0.0,,,,,,,,
WSM,Samoa,2006,,0.0,,,,,,,,
WSM,Samoa,2007,,0.0,,,,,,,,
WSM,Samoa,2008,,0.0,,,,,,,,
WSM,Samoa,2009,,0.0,,,,,,,,
WSM,Samoa,2010,,0.0,,,,,,,,
WSM,Samoa,2011,,0.0,,,,,,,,
WSM,Samoa,2012,,0.0,,,,,,,,
WSM,Samoa,2013,,0.0,,,,,,,,
WSM,Samoa,2014,,0.0,,,,,,,,
WSM,Samoa,2015,,0.0,,,,,,,,
WSM,Samoa,2016,,0.0,,,,,,,,
WSM,Samoa,2017,,0.0,,,,,,,,
WSM,Samoa,2018,,0.0,,,,,,,,
WSM,Samoa,2019,,0.0,,,,,,,,
WSM,Samoa,2020,,0.0,,,,,,,,
WSM,Samoa,2021,,0.0,,,,,,,,
WSM,Samoa,2022,,0.0,,,,,,,,
WSM,Samoa,2023,,0.0,,,,,,,,
ZAF,South Africa,1970,,,,,,,,,911578.0,
ZAF,South Africa,1971,,,,,,,,,940734.0,
ZAF,South Africa,1972,,,,,,,,,968392.0,
ZAF,South Africa,1973,,,,,,,,,1001105.0,
ZAF,South Africa,1974,,,,,,,,,1035038.0,
ZAF,South Africa,1975,,,,,,,,,1063580.0,
ZAF,South Africa,1976,,,,,,,,,1079609.0,
ZAF,South Africa,1977,,,,,,,,,1091164.0,
ZAF,South Africa,1978,,,,,,,,,1123399.0,
ZAF,South Africa,1979,,,,,,,,,1157296.0,
ZAF,South Africa,1980,,,,,,,,,1185951.0,
ZAF,South Africa,1981,,,,,,,,,1213368.0,
ZAF,South Africa,1982,,,,,,,,,1271909.0,
ZAF,South Africa,1983,,,,,,,,,1345380.0,
ZAF,South Africa,1984,,,,,,,,,1449585.0,
ZAF,South Africa,1985,,,,,,,,,1558252.0,
ZAF,South Africa,1986,,,,,,,,,1698750.0,
ZAF,South Africa,1987,,,,,,,,,1687561.0,
ZAF,South Africa,1988,,,,,,,,,1644755.0,
ZAF,South Africa,1989,,,,,,,,,1572269.0,
ZAF,South Africa,1990,,,,,,,,,1479755.0,
ZAF,South Africa,1991,,,,,,,,,1387534.0,
ZAF,South Africa,1992,,,,,,,,,1311188.0,
ZAF,South Africa,1993,,,,,,,,,1313605.0,
ZAF,South Africa,1994,,,,,,,,,1387159.0,
ZAF,South Africa,1995,,,,,,,,,1517225.0,
ZAF,South Africa,1996,,,,,,,,,1688106.0,
ZAF,South Africa,1997,,,,,,,,,2666092.0,
ZAF,South Africa,1998,,,,,,,,,2849010.0,
ZAF,South Africa,1999,,,,,,,,,2990523.0,
ZAF,South Africa,2000,,,,,,,,,3087538.0,
ZAF,South Africa,2001,,,,,,,,,3180229.0,
ZAF,South Africa,2002,,,,,,,,,3264966.0,
ZAF,South Africa,2003,,,,,,,,,3392718.0,
ZAF,South Africa,2004,,,,,,,,,3523742.0,
ZAF,South Africa,2005,,,,,,,,,3615317.0,
ZAF,South Africa,2006,,,,,,,,,3626770.0,
ZAF,South Africa,2007,,,,,,,,,3564692.0,
ZAF,South Africa,2008,,,,,,,,,3503373.0,
ZAF,South Africa,2009,,,,,,,,,3425468.0,
ZAF,South Africa,2010,,,,,,,,,3369067.0,
ZAF,South Africa,2011,,,,,,,,,3299155.0,
ZAF,South Africa,2012,,,,,,,,,3248224.0,
ZAF,South Africa,2013,,,,,,,,,3177439.0,
ZAF,South Africa,2014,,,,,,,,,3063477.0,
ZAF,South Africa,2015,,,,,,,,,2952338.0,
ZAF,South Africa,2016,,,,,,,,,2893140.0,
ZAF,South Africa,2017,,,,,,,,,2754383.0,
ZAF,South Africa,2018,,,,,,,,,2705916.0,
ZAF,South Africa,2019,,,,,,,,,2661916.0,
ZAF,South Africa,2020,,,,,,,,,2679495.0,
ZAF,South Africa,2021,,,,,,,,,2748887.0,
ZAF,South Africa,2022,,,,,,,,,2866051.0,
ZAF,South Africa,2023,,,,,,,,,2994873.0,
