INDICATOR,name,SEX,URBANIZATION,AGE,COMP_BREAKDOWN_1,INDICATOR_ROOT,UNIT_MEASURE,UNIT_TYPE,INDICATOR_ROOT_NAME,economy,Country name,Indicator name,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023
UIS.SF.C.26425,,,,,,,,,,HUN,Hungary,"Africa: Students from Burkina Faso, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,2.0,1.0,,
UIS.SF.C.26548,,,,,,,,,,HUN,Hungary,"Asia: Students from Malaysia, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,1.0,0.0,0.0,2.0,4.0,5.0,1.0,3.0,5.0,8.0,6.0,8.0,9.0,9.0,12.0,9.0,13.0,13.0,20.0,36.0,48.0,,
UIS.SF.C.26549,,,,,,,,,,HUN,Hungary,"Asia: Students from Maldives, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,
UIS.SF.C.26563,,,,,,,,,,ISL,Iceland,"Asia: Students from Thailand, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,2.0,1.0,4.0,4.0,2.0,6.0,7.0,5.0,9.0,,4.0,2.0,3.0,6.0,3.0,4.0,,
UIS.SF.C.26483,,,,,,,,,,ISL,Iceland,"North America: Students from Canada, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,8.0,5.0,11.0,13.0,6.0,,19.0,17.0,14.0,19.0,27.0,39.0,27.0,32.0,37.0,,45.0,51.0,55.0,57.0,52.0,42.0,,
UIS.EM.02T4,,,,,,,,,,IND,India,End month of the academic school year (pre-primary to post-secondary non-tertiary education),,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
UIS.SF.C.26450,,,,,,,,,,IDN,Indonesia,"Africa: Students from Malawi, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,
UIS.SF.C.26485,,,,,,,,,,IDN,Indonesia,"Caribbean and Central America: Students from Cuba, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,
UIS.SF.C.26427,,,,,,,,,,IRN,"Iran, Islamic Rep","Africa: Students from Cameroon, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,5.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,3.0,,,
UIS.SF.C.26435,,,,,,,,,,IRN,"Iran, Islamic Rep","Africa: Students from Djibouti, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
UIS.SF.C.26504,,,,,,,,,,IRN,"Iran, Islamic Rep","North America: Students from unknown countries, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
UIS.SF.C.901204,,,,,,,,,,IRL,Ireland,"Africa: Students from Sudan, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,26.0,25.0,11.0,42.0,35.0,13.0,28.0,26.0,16.0,,
UIS.SF.C.26555,,,,,,,,,,IRL,Ireland,"Asia: Students from Palestine, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,,5.0,1.0,9.0,2.0,8.0,5.0,3.0,4.0,8.0,8.0,10.0,8.0,11.0,29.0,23.0,,
UIS.E.5T8.FOREIGN.ORG40515,,,,,,,,,,IRL,Ireland,"Inbound internationally mobile students from East Asia and the Pacific, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1159.0,920.0,854.0,896.0,886.0,1527.0,2088.0,2779.0,3050.0,2772.0,2563.0,2487.0,2287.0,1521.0,2579.0,3388.0,3972.0,3830.0,4413.0,4426.0,5094.0,5497.0,5753.0,5467.0,,
UIS.SF.C.26470,,,,,,,,,,ITA,Italy,"Africa: Students from Uganda, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,12.0,9.0,12.0,24.0,17.0,23.0,17.0,17.0,41.0,34.0,21.0,39.0,57.0,187.0,256.0,257.0,306.0,312.0,310.0,45.0,67.0,110.0,,
UIS.SF.C.26490,,,,,,,,,,ITA,Italy,"Caribbean and Central America: Students from Guatemala, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,6.0,7.0,17.0,21.0,30.0,30.0,35.0,39.0,45.0,49.0,50.0,61.0,73.0,116.0,62.0,68.0,79.0,72.0,51.0,40.0,51.0,57.0,,
UIS.SF.C.26495,,,,,,,,,,ITA,Italy,"Caribbean and Central America: Students from the Netherlands Antilles, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
UIS.SF.C.26590,,,,,,,,,,JAM,Jamaica,"Europe: Students from Ireland, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
UIS.SF.C.26611,,,,,,,,,,JAM,Jamaica,"Europe: Students from North Macedonia, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
UIS.SF.C.26620,,,,,,,,,,JAM,Jamaica,"Oceania: Students from Kiribati, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
UIS.SF.C.26551,,,,,,,,,,JPN,Japan,"Asia: Students from Myanmar, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.0,242.0,,,,,,,,,,,,,,1133.0,1193.0,1239.0,1576.0,1797.0,2634.0,3336.0,3652.0,3490.0,,
UIS.SF.C.26429,,,,,,,,,,JOR,Jordan,"Africa: Students from the Central African Republic, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,
UIS.SF.C.26439,,,,,,,,,,KAZ,Kazakhstan,"Africa: Students from Ethiopia, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
UIS.SF.C.26521,,,,,,,,,,KAZ,Kazakhstan,"Asia: Students from Armenia, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,18.0,7.0,,10.0,40.0,22.0,22.0,27.0,19.0,13.0,15.0,21.0,23.0,20.0,15.0,24.0,17.0,20.0,22.0,22.0,25.0,,,
UIS.SF.C.26611,,,,,,,,,,KAZ,Kazakhstan,"Europe: Students from North Macedonia, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
UIS.SF.C.26566,,,,,,,,,,KEN,Kenya,"Asia: Students from the United Arab Emirates, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,,
UIS.SF.C.26577,,,,,,,,,,KEN,Kenya,"Europe: Students from Bosnia and Herzegovina, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,
UIS.SF.C.26646,,,,,,,,,,KEN,Kenya,"Oceania: Students from Nauru, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,
UIS.SF.C.901203,,,,,,,,,,KIR,Kiribati,"Africa: Students from South Sudan, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
UIS.SF.C.26479,,,,,,,,,,KIR,Kiribati,"Caribbean and Central America: Students from Barbados, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,
UIS.SF.C.26628,,,,,,,,,,KIR,Kiribati,"Oceania: Students from Tuvalu, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,
UIS.SF.C.26522,,,,,,,,,,KOR,"Korea, Rep","Asia: Students from Azerbaijan, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,4.0,22.0,46.0,61.0,65.0,54.0,44.0,52.0,44.0,42.0,49.0,49.0,60.0,65.0,83.0,
UIS.E.5T8.FOREIGN.ORG40540,,,,,,,,,,KOR,"Korea, Rep","Inbound internationally mobile students from sub-Saharan Africa, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,17.0,26.0,28.0,47.0,68.0,90.0,118.0,145.0,187.0,243.0,338.0,486.0,690.0,844.0,1041.0,1200.0,1381.0,1635.0,1816.0,1998.0,1955.0,1997.0,1904.0,,
UIS.YADULT.PROFINUMERACY.NONNATIVE,,,,,,,,,,KOR,"Korea, Rep","Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, immigrant background (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.06815719604492,,,,,,,,,,,
UIS.SF.C.26559,,,,,,,,,,KWT,Kuwait,"Asia: Students from Singapore, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
UIS.SF.C.26606,,,,,,,,,,KWT,Kuwait,"Europe: Students from Slovakia, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
UIS.SF.R.26616,,,,,,,,,,KWT,Kuwait,"Inbound internationally mobile students from Oceania, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,,,,,,,,,,,,,
UIS.SF.C.26490,,,,,,,,,,KGZ,Kyrgyz Republic,"Caribbean and Central America: Students from Guatemala, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
UIS.SF.C.26426,,,,,,,,,,LAO,Lao PDR,"Africa: Students from Burundi, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
UIS.SF.C.26558,,,,,,,,,,LAO,Lao PDR,"Asia: Students from Saudi Arabia, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
UIS.SF.C.26487,,,,,,,,,,LVA,Latvia,"Caribbean and Central America: Students from Dominican Republic, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
UIS.SF.C.26502,,,,,,,,,,LVA,Latvia,"Caribbean and Central America: Students from the Turks and Caicos Islands, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
SP.SEC.UTOT.FE.IN,,,,,,,,,,LVA,Latvia,"School age population, upper secondary education, female (number)",47964.0,48986.0,50266.0,51786.0,52635.0,53800.0,55217.0,56388.0,57056.0,57055.0,56216.0,54659.0,52773.0,51606.0,51237.0,51931.0,52772.0,53951.0,55107.0,55683.0,55260.0,54580.0,53766.0,53072.0,52037.0,51144.0,50758.0,50862.0,50994.0,51580.0,52444.0,53865.0,54305.0,54620.0,54761.0,54316.0,52503.0,50660.0,48261.0,45407.0,40602.0,36177.0,31751.0,28529.0,26128.0,24766.0,24582.0,25256.0,25840.0,26123.0,26116.0,26249.0,26827.0,26953.0
UIS.SF.C.26457,,,,,,,,,,LSO,Lesotho,"Africa: Students from Niger, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
UIS.SF.C.26471,,,,,,,,,,LSO,Lesotho,"Africa: Students from the United Republic of Tanzania, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
UIS.SF.C.26607,,,,,,,,,,LSO,Lesotho,"Europe: Students from Slovenia, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
UIS.SF.R.26650,,,,,,,,,,LSO,Lesotho,"Inbound internationally mobile students from the Caribbean and Central America, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,
SE.ADT.1524.LT.FM.ZS,,,,,,,,,,LSO,Lesotho,"Youth literacy rate, population 15-24 years, adjusted gender parity index (GPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.129959940910339,,,,,,,,,1.194460034370422,,,,,1.152830004692078,,,,,,,,1.12322998046875,
SP.SEC.TOTL.FE.IN,,,,,,,,,,LBY,Libya,"School age population, secondary education, female (number)",96230.0,99527.0,104178.0,111843.0,126917.0,141181.0,157521.0,175510.0,193567.0,210097.0,224138.0,235254.0,243129.0,247760.0,250705.0,252796.0,257158.0,263235.0,270605.0,279426.0,289394.0,300171.0,309637.0,316816.0,322200.0,326388.0,329354.0,332286.0,335136.0,339082.0,343680.0,354095.0,362450.0,367572.0,369738.0,370559.0,370201.0,365073.0,360085.0,355554.0,351912.0,349275.0,315080.0,323309.0,331977.0,339377.0,346705.0,354458.0,362132.0,369474.0,376064.0,381502.0,385358.0,389584.0
SE.ADT.1524.LT.FM.ZS,,,,,,,,,,LBY,Libya,"Youth literacy rate, population 15-24 years, adjusted gender parity index (GPIA)",,,,,,,,,,,,,,,0.8207399845123291,,,,,,,,,,0.9686200022697448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UIS.SF.C.26619,,,,,,,,,,LIE,Liechtenstein,"Oceania: Students from Fiji, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SP.PRM.TOTL.IN,,,,,,,,,,LTU,Lithuania,"School age population, primary education, both sexes (number)",246575.0,242276.0,236205.0,228906.0,224027.0,220729.0,219327.0,219643.0,220759.0,222682.0,223051.0,221111.0,217776.0,214388.0,212185.0,212330.0,212848.0,213902.0,214940.0,215964.0,217057.0,220934.0,224578.0,228586.0,233003.0,233540.0,231370.0,227093.0,221731.0,215249.0,211530.0,205189.0,191518.0,178260.0,163716.0,153732.0,147431.0,142243.0,136402.0,129561.0,121944.0,114152.0,109361.0,107148.0,106438.0,105827.0,107096.0,109633.0,111855.0,114257.0,115425.0,115032.0,114071.0,116051.0
SE.SEC.TCHR.MA,,,,,,,,,,LUX,Luxembourg,"Teachers in secondary education, male (number)",,1084.0,1090.0,1100.0,1158.0,,,,1366.0,,,,,,,,,,,,,,,,,,,1728.0,,1735.0,1812.0,1840.0,1853.0,1869.0,1891.0,1920.0,1961.0,,,,2425.0,2450.0,,2472.0,2433.0,,,,,2533.0,,,,
UIS.SF.C.26486,,,,,,,,,,MAC,"Macao SAR, China","Caribbean and Central America: Students from Dominica, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
UIS.EY.02T4,,,,,,,,,,MAC,"Macao SAR, China",End of the academic school year (pre-primary to post-secondary non tertiary education),,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
UIS.SF.C.26422,,,,,,,,,,MYS,Malaysia,"Africa: Students from Angola, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,3.0,,3.0,3.0,1.0,1.0,1.0,4.0,2.0,,5.0,3.0,4.0,4.0,,3.0,4.0,1.0,3.0,
UIS.SF.C.26559,,,,,,,,,,MYS,Malaysia,"Asia: Students from Singapore, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,98.0,306.0,278.0,486.0,469.0,506.0,,457.0,729.0,606.0,624.0,840.0,791.0,796.0,,800.0,864.0,925.0,481.0,,772.0,750.0,647.0,612.0,
UIS.SF.C.26603,,,,,,,,,,MYS,Malaysia,"Europe: Students from Romania, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,1.0,1.0,,1.0,2.0,136.0,10.0,4.0,5.0,3.0,,3.0,2.0,4.0,2.0,,23.0,20.0,19.0,14.0,
UIS.SF.R.26648,,,,,,,,,,MYS,Malaysia,"Inbound internationally mobile students from North America, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,70.0,119.0,134.0,192.0,211.0,246.0,,258.0,269.0,317.0,216.0,,276.0,474.0,383.0,384.0,
UIS.SF.C.26598,,,,,,,,,,MDV,Maldives,"Europe: Students from Monaco, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
SP.PRM.TOTL.MA.IN,,,,,,,,,,MLI,Mali,"School age population, primary education, male (number)",434948.0,442946.0,451471.0,460720.0,470884.0,482134.0,494429.0,507418.0,521406.0,536189.0,551686.0,568196.0,585416.0,603972.0,623379.0,643269.0,663706.0,684968.0,706700.0,728793.0,750575.0,772036.0,793488.0,813884.0,833935.0,852452.0,871005.0,888599.0,904695.0,923522.0,942423.0,962737.0,984793.0,1007260.0,1032956.0,1059797.0,1090654.0,1128325.0,1169608.0,1217553.0,1269949.0,1325756.0,1385187.0,1443848.0,1503474.0,1562400.0,1620878.0,1680118.0,1738259.0,1795063.0,1853331.0,1909606.0,1965424.0,2019679.0
UIS.SF.C.26472,,,,,,,,,,MLT,Malta,"Africa: Students from Zambia, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,3.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,3.0,5.0,4.0,
UIS.SF.C.26531,,,,,,,,,,MLT,Malta,"Asia: Students from Georgia, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,2.0,3.0,,1.0,3.0,3.0,4.0,1.0,4.0,5.0,6.0,9.0,15.0,13.0,13.0,
UIS.SF.C.26533,,,,,,,,,,MLT,Malta,"Asia: Students from India, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,,3.0,5.0,,8.0,13.0,13.0,4.0,3.0,7.0,11.0,112.0,273.0,454.0249938964844,279.0,509.0,
UIS.SF.C.26506,,,,,,,,,,MLT,Malta,"South America: Students from Argentina, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,8.0,17.0,
UIS.SF.C.26608,,,,,,,,,,MHL,Marshall Islands,"Europe: Students from Spain, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,
SE.TER.ENRL.MA,,,,,,,,,,MRT,Mauritania,"Enrolment in tertiary education, all programmes, male (number)",,,,,,,,,431.0,,,,,,,,,,4712.0,5056.0,5143.0,4580.0,4983.0,6389.0,6355.0,6447.0,7010.0,7803.0,7732.0,8432.0,,7516.0,6436.0,7025.0,7092.0,6608.0,7552.0,,8616.0,8994.0,10434.0,11513.0,12634.0,13463.0,,13993.0,13602.0,13009.0,12998.0,14681.0,15240.0,,,
UIS.SF.C.26597,,,,,,,,,,MRT,Mauritania,"Europe: Students from the Republic of Moldova, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,
UIS.SF.C.26503,,,,,,,,,,MRT,Mauritania,"North America: Students from the United States, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,
UIS.SF.C.26502,,,,,,,,,,MUS,Mauritius,"Caribbean and Central America: Students from the Turks and Caicos Islands, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,
UIS.SF.C.26480,,,,,,,,,,MEX,Mexico,"Caribbean and Central America: Students from Belize, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
UIS.SF.C.26520,,,,,,,,,,MDA,Moldova,"Asia: Students from Afghanistan, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
UIS.SF.C.26486,,,,,,,,,,MDA,Moldova,"Caribbean and Central America: Students from Dominica, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
SE.TER.ENRL.MA,,,,,,,,,,MDA,Moldova,"Enrolment in tertiary education, all programmes, male (number)",,,,,,,,,,,,,,,,,,,,,,,,,,46830.0,38950.0,42348.0,,45756.0,45453.0,45548.0,46709.0,49833.0,51656.0,53876.0,61229.0,63342.0,59816.0,57734.0,56723.0,55906.0,54915.0,54516.0,51321.0,47817.0,44889.0,42625.0,38299.0,35653.0,33683.0,34557.0,34840.0,
SP.SEC.UTOT.IN,,,,,,,,,,MDA,Moldova,"School age population, upper secondary education, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140836.0,146506.0,145491.0,148562.0,147658.0,144418.0,139195.0,134063.0,127401.0,120783.0,115824.0,110546.0,103161.0,96186.0,75691.0,68659.0,63089.0,92003.0,86880.0,84618.0,81217.0,82138.0,82728.0,133808.0
UIS.SF.C.26440,,,,,,,,,,MCO,Monaco,"Africa: Students from Gabon, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0
UIS.SF.C.26489,,,,,,,,,,MCO,Monaco,"Caribbean and Central America: Students from Grenada, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0
UIS.SF.C.26478,,,,,,,,,,MNG,Mongolia,"Caribbean and Central America: Students from Bahamas, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
UIS.SF.C.26619,,,,,,,,,,MNG,Mongolia,"Oceania: Students from Fiji, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
UIS.SF.C.26625,,,,,,,,,,MNG,Mongolia,"Oceania: Students from Samoa, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
UIS.SF.C.26459,,,,,,,,,,MAR,Morocco,"Africa: Students from Rwanda, both sexes (number)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,11.0,12.0,32.0,41.0,50.0,47.0,,,15.0,44.0,32.0,44.0,46.0,27.0,27.0,32.0,49.0,86.0,
